hotel,is_canceled,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,reservation_status,reservation_status_date,room_status,guest_type
Resort Hotel,1,2017,August,3,1,0,MAR,H,H,Canceled,10/4/2016,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,10/15/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/8/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,5/30/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,8/9/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,CN,F,F,Canceled,12/13/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,NOR,G,G,Canceled,8/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,F,F,Canceled,4/17/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,7/31/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,E,E,Canceled,8/9/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/10/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,C,C,Canceled,6/21/2017,Desired,Family
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,7/31/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,DEU,A,A,Canceled,5/8/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,PRT,A,A,Canceled,5/10/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,7/31/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,DEU,A,A,Canceled,5/10/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,5/10/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ROU,E,E,Canceled,7/30/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,NLD,G,G,Canceled,2/11/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,E,E,Canceled,4/25/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,PRT,A,A,Canceled,3/24/2017,Desired,Single
Resort Hotel,1,2017,August,2,2,0,PRT,C,C,Canceled,6/30/2017,Desired,Family
Resort Hotel,1,2017,August,1,0,0,PRT,A,A,Canceled,3/24/2017,Desired,Single
Resort Hotel,1,2017,August,2,1,0,ESP,C,C,Canceled,1/27/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,FRA,A,A,Canceled,6/26/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/7/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,DEU,D,D,Canceled,7/18/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,GBR,E,E,Canceled,1/7/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,11/24/2016,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,FRA,C,C,Canceled,7/30/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/22/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,5/18/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,IRL,E,E,Canceled,3/21/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,FRA,G,G,Canceled,12/19/2016,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,2/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,7/31/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,ESP,D,D,Canceled,2/3/2017,Desired,Single
Resort Hotel,1,2017,August,1,0,0,GBR,A,A,Canceled,1/1/2017,Desired,Single
Resort Hotel,1,2017,August,1,0,0,GBR,D,D,Canceled,10/10/2016,Desired,Single
Resort Hotel,1,2017,August,1,0,0,GBR,A,A,Canceled,2/9/2017,Desired,Single
Resort Hotel,1,2017,August,2,2,0,USA,G,G,Canceled,7/6/2017,Desired,Family
Resort Hotel,1,2017,August,1,0,0,GBR,D,D,Canceled,2/4/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,2/3/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,9/30/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/7/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,3/21/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,6/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,PRT,G,G,Canceled,7/30/2017,Desired,Family
Resort Hotel,1,2017,August,3,1,0,PRT,H,H,Canceled,8/7/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ITA,A,A,Canceled,7/10/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,C,C,Canceled,2/6/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,PRT,C,C,Canceled,7/22/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,4/18/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,7/28/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,9/20/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,9/20/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,2/6/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,2/6/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,E,E,Canceled,4/24/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,5/1/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,3/17/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,No-Show,8/13/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,3/3/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,3/3/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,2/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,A,A,Canceled,5/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,2/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,4/6/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,HUN,D,D,Canceled,7/30/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/25/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,6/28/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,PRT,H,H,Canceled,8/3/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,DEU,A,A,Canceled,11/13/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,No-Show,8/13/2017,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,PRT,H,H,Canceled,3/20/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,G,G,Canceled,10/17/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,DEU,A,A,Canceled,11/13/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,5/17/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,GBR,A,A,Canceled,8/5/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,1,PRT,D,D,Canceled,1/6/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,1/6/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,RUS,D,D,Canceled,1/19/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,MAR,A,A,Canceled,8/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,8/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/5/2017,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,ESP,H,H,Canceled,6/22/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,USA,E,E,Canceled,3/3/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,A,B,Canceled,8/14/2017,Un-Desired,Family
Resort Hotel,1,2017,August,2,0,0,FRA,D,D,Canceled,1/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,D,D,Canceled,3/20/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/3/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,FRA,D,D,Canceled,1/12/2017,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,FRA,H,H,Canceled,10/25/2016,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,F,F,Canceled,6/23/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,D,D,Canceled,3/20/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,2/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,7/24/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,PRT,A,A,Canceled,6/23/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,9/9/2016,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,D,D,Canceled,4/5/2017,Desired,Family
Resort Hotel,1,2017,August,2,1,0,FRA,H,H,Canceled,6/12/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,8/7/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,PRT,D,C,Canceled,2/17/2017,Un-Desired,Family
Resort Hotel,1,2017,August,2,1,0,PRT,D,D,Canceled,5/29/2017,Desired,Family
Resort Hotel,1,2017,August,3,0,0,FRA,E,E,Canceled,6/12/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,LUX,A,A,Canceled,7/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,FRA,D,D,Canceled,2/13/2017,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,LVA,H,H,Canceled,4/24/2017,Desired,Family
Resort Hotel,1,2017,August,2,2,0,FRA,G,G,Canceled,9/5/2016,Desired,Family
Resort Hotel,1,2017,August,3,0,0,PRT,A,A,Canceled,11/18/2016,Desired,Family
Resort Hotel,1,2017,August,2,2,0,MAR,G,G,Canceled,5/22/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,C,C,Canceled,8/4/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,GBR,D,D,Canceled,8/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/8/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/9/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,G,G,Canceled,2/5/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,HUN,A,A,Canceled,2/22/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,RUS,A,A,Canceled,4/24/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,FRA,E,E,Canceled,1/9/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/21/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,RUS,A,A,Canceled,4/24/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,PRT,C,C,Canceled,8/3/2017,Desired,Family
Resort Hotel,1,2017,August,3,0,0,PRT,C,C,Canceled,11/9/2016,Desired,Family
Resort Hotel,1,2017,August,2,1,0,ITA,D,D,Canceled,3/28/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/3/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,CHE,E,E,Canceled,2/16/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,E,E,Canceled,6/17/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,CN,A,A,Canceled,5/15/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,4/13/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/16/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,G,G,Canceled,8/4/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/16/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/2/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,F,F,Canceled,7/12/2017,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,PRT,H,H,Canceled,6/12/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/16/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,1,ESP,A,A,Canceled,7/25/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,8/5/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Single
Resort Hotel,1,2017,August,1,0,0,PRT,D,D,Canceled,3/27/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,7/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,7/11/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,D,D,Canceled,2/25/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,CN,F,F,Canceled,4/6/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/17/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,C,C,Canceled,8/1/2017,Desired,Family
Resort Hotel,1,2017,August,1,0,0,ESP,A,A,Canceled,8/15/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,5/27/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,ESP,A,A,Canceled,8/15/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,PRT,F,F,Canceled,8/17/2017,Desired,Couple
Resort Hotel,0,2017,August,1,0,0,PRT,A,A,Check-Out,8/18/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,4/19/2017,Desired,Couple
Resort Hotel,1,2017,August,3,0,0,PRT,A,A,Canceled,8/17/2017,Desired,Family
Resort Hotel,1,2017,August,2,2,0,PRT,C,C,Canceled,2/17/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/30/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,F,F,Canceled,7/22/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,PRT,G,G,Canceled,6/26/2017,Desired,Family
Resort Hotel,1,2017,August,2,2,0,ESP,G,G,Canceled,5/25/2017,Desired,Family
Resort Hotel,1,2017,August,1,2,0,PRT,F,F,Canceled,7/22/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,AUT,D,D,Canceled,2/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,G,G,Canceled,5/25/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ISR,E,E,Canceled,3/23/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,F,F,Canceled,7/22/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,4/20/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,8/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,1/20/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,3/10/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,3/10/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,3/21/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,E,E,Canceled,6/3/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,3/21/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,E,E,Canceled,5/1/2017,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,ESP,G,G,Canceled,2/21/2017,Desired,Family
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,1/17/2017,Desired,Family
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,1/17/2017,Desired,Family
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,7/28/2017,Desired,Family
Resort Hotel,1,2017,August,2,2,0,GBR,G,G,Canceled,8/24/2016,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,4/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,7/28/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,E,E,Canceled,5/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,3/2/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,GBR,G,G,Canceled,4/24/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,4/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,3/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,E,E,Canceled,6/20/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,3/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,E,E,Canceled,3/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/25/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,8/17/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/17/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,5/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,7/30/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,GBR,D,D,Canceled,8/17/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,FRA,E,E,Canceled,5/26/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,FRA,E,E,Canceled,6/1/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,GBR,G,G,Canceled,7/19/2017,Desired,Family
Resort Hotel,1,2017,August,2,1,0,GBR,D,D,Canceled,2/2/2017,Desired,Family
Resort Hotel,1,2017,August,2,1,0,GBR,G,G,Canceled,2/2/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,USA,E,E,Canceled,8/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,F,F,Canceled,7/6/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,F,F,Canceled,7/13/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,7/4/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,3/23/2017,Desired,Couple
Resort Hotel,1,2017,August,3,0,0,PRT,D,D,Canceled,4/11/2017,Desired,Family
Resort Hotel,1,2017,August,2,2,0,ESP,C,C,Canceled,7/13/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,8/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,D,D,Canceled,2/28/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,AZE,A,A,Canceled,2/25/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,7/6/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,RUS,D,D,Canceled,3/9/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,3/23/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,8/18/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,5/23/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,E,E,Canceled,6/8/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,USA,E,E,Canceled,3/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,E,E,Canceled,2/28/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,FRA,E,E,Canceled,2/23/2017,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,GBR,H,H,Canceled,5/3/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,5/28/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,C,C,Canceled,5/12/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,USA,E,E,Canceled,3/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,FRA,D,D,Canceled,12/10/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/8/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,4/16/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,1/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/9/2017,Desired,Couple
Resort Hotel,1,2017,August,1,0,0,PRT,A,A,Canceled,8/9/2017,Desired,Single
Resort Hotel,1,2017,August,2,0,0,CHE,E,E,Canceled,6/19/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,7/27/2017,Desired,Couple
Resort Hotel,1,2017,August,3,0,0,PRT,A,A,Canceled,1/27/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/9/2017,Desired,Couple
Resort Hotel,1,2017,August,3,0,0,PRT,A,A,Canceled,8/9/2017,Desired,Family
Resort Hotel,1,2017,August,2,2,0,GBR,H,H,Canceled,4/28/2017,Desired,Family
Resort Hotel,1,2017,August,2,2,0,IRL,G,G,Canceled,1/12/2017,Desired,Family
Resort Hotel,1,2017,August,2,2,0,GBR,G,G,Canceled,9/4/2016,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,8/20/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,AUS,E,E,Canceled,4/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,5/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,ESP,A,A,Canceled,7/27/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,10/30/2016,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,GBR,D,D,Canceled,6/18/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,E,E,Canceled,3/12/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,ITA,E,E,Canceled,3/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,11/3/2016,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,PRT,H,H,Canceled,9/24/2016,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ITA,E,E,Canceled,3/9/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,2/18/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,6/8/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/2/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,3/30/2017,Desired,Couple
Resort Hotel,1,2017,August,2,1,0,PRT,F,D,Canceled,5/23/2017,Un-Desired,Family
Resort Hotel,1,2017,August,2,0,0,AGO,E,E,Canceled,7/5/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,AGO,E,E,Canceled,7/5/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,CHE,D,D,Canceled,7/18/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,CHE,D,D,Canceled,4/24/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,5/29/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,PRT,C,C,Canceled,8/10/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,CN,E,E,Canceled,7/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,2/14/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,FRA,A,A,Canceled,2/5/2017,Desired,Couple
Resort Hotel,1,2017,August,3,1,0,PRT,H,H,Canceled,8/2/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/9/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,E,E,Canceled,7/27/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,G,G,Canceled,1/20/2017,Desired,Family
Resort Hotel,1,2017,August,3,1,0,ESP,H,H,Canceled,7/21/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,3/15/2017,Desired,Couple
Resort Hotel,1,2017,August,2,2,0,ESP,G,G,Canceled,8/10/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,2/17/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,1,PRT,A,A,Canceled,4/21/2017,Desired,Family
Resort Hotel,1,2017,August,2,1,0,PRT,A,A,Canceled,4/21/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,8/10/2017,Desired,Couple
Resort Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,1/10/2017,Desired,Couple
Resort Hotel,1,2017,August,3,0,0,PRT,A,A,Canceled,2/17/2017,Desired,Family
Resort Hotel,1,2017,August,2,0,0,IRL,A,A,Canceled,8/3/2017,Desired,Couple
